鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
中山區,房地(土地+建物),臺北市中山區德惠街31~60號,4.45,商,,,1081124,土地1建物2車位0,十一層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0681219,41.0,1,1,1,有,有,6600000,160976,,0.0,0,含增建或未登記建物。,RPOOMLTKJHPFFCA08DA
內湖區,土地,碧湖段三小段181~210地號,41.25,住,,,1081125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9700000,235152,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等間買賣,RPVOMLKLJHPFFCA97DA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段61~90號,41.25,住,,,1081118,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670925,120.84,3,2,2,有,無,9700000,80271,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等間買賣,RPQPMLKLJHPFFCA57DA
內湖區,房地(土地+建物)+車位,臺北市內湖區港華街51巷1~30號,17.89,住,,,1081212,土地3建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1011123,77.77000000000001,2,2,1,有,有,13680000,172741,塔式車位,7.26,1500000,含增建或未登記建物。,RPVQMLKLJHPFFCA18DA
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路222巷1~30號,41.08,住,,,1081203,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821213,132.25,3,2,2,有,有,18380000,160762,坡道平面,30.35,2000000,含增建或未登記建物。,RPWQMLKLJHPFFCA28DA
信義區,車位,臺北市信義區基隆路二段79巷30弄1~30號,2.0,住,,,1081216,土地0建物0車位8,一層,十層,其他,見其他登記事項,鋼筋混凝土造,0980420,10.15,0,0,0,有,有,12000000,,塔式車位,10.12,12000000,,RPQOMLPKJHPFFDA97DA
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段121~150號,9.52,其他,,,1081219,土地1建物1車位3,十三層,十九層,套房(1房1廳1衛),住家用,見其他登記事項,0951229,146.95999999999998,1,1,1,有,有,19000000,216769,坡道平面,98.07,8400000,親友、員工或其他特殊關係間之交易。;,RPVNMLKMJHPFFDA08DA
士林區,車位,臺北市士林區承德路四段121~150號,4.58,工,,,1081230,土地0建物0車位1,地下三層,十二層,其他,停車空間,鋼筋混凝土造,0901123,56.75,0,0,0,有,有,2900000,,坡道平面,56.75,2900000,,RPVQMLNKJHPFFEA58DA
北投區,房地(土地+建物),臺北市北投區樹林路1~30號,26.39,住,,,1081219,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710419,80.91,3,1,1,有,無,2196194,27144,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLOKJHPFFEA97DA
士林區,房地(土地+建物),臺北市士林區士東路266巷6弄1~30號,8.33,住,,,1081115,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,壁式預鑄鋼筋混凝土造,0701229,53.85,3,2,2,有,有,8520000,158247,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLOKJHPFFEA38DA
北投區,房地(土地+建物)+車位,臺北市北投區裕民六路91~120號,14.93,商,,,1081128,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070420,191.77999999999997,3,2,2,有,有,43000000,264966,坡道平面,38.94,2500000,,RPROMLQKJHPFFEA28DA
大安區,房地(土地+建物),臺北市大安區大安路一段19巷1~30號,25.93,住,,,1081205,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720323,127.3,3,2,2,有,無,33000000,259230,,0.0,0,含增建或未登記建物。,RPRNMLTKJHPFFFA58DA
大安區,房地(土地+建物)+車位,臺北市大安區樂業街91~120號,45.5,住,,,1081026,土地1建物1車位3,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010523,266.96000000000004,5,2,3,有,有,56200000,195673,塔式車位,10.41,6000000,含增建或未登記建物。,RPSNMLMLJHPFFFA08DA
北投區,房地(土地+建物)+車位,臺北市北投區裕民六路91~120號,17.52,商,,,1081128,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070420,221.35000000000002,3,2,2,有,有,55000000,286717,坡道平面,38.94,2700000,,RPSOMLQKJHPFFEA38DA
士林區,房地(土地+建物),臺北市士林區德行西路93巷2弄1~30號,28.67,住,,,1081208,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680116,99.31,3,2,2,有,無,15700000,158091,,0.0,0,含增建或未登記建物。,RPQOMLQKJHPFFEA18DA
松山區,房地(土地+建物),臺北市松山區民權東路三段160巷19弄1~30號,26.48,住,,,1081015,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681217,144.94,4,2,3,有,有,32500000,224231,,0.0,0,,RPUOMLPKJHPFFDA38DA
信義區,土地,三興段一小段301~330地號,0.5,住,,,1090103,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,135750,0,,0.0,0,,RPUPMLPKJHPFFDA48DA
松山區,房地(土地+建物),臺北市松山區饒河街181~210號,10.43,商,,,1081215,土地1建物1車位0,二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1071003,140.76999999999998,3,2,2,有,有,10000000,71038,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLOKJHPFFDA18DA
信義區,房地(土地+建物),臺北市信義區中坡南路1~30號,39.1,住,,,1081027,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760710,154.34,4,2,2,有,無,24150000,156473,,0.0,0,含增建或未登記建物。,RPXQMLKLJHPFFDA48DA
中山區,房地(土地+建物),臺北市中山區松江路362巷31~60號,22.45,商,,,1081204,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720725,119.09,4,2,2,有,無,22100000,185574,,0.0,0,含增建或未登記建物。權利人等二人。,RPQOMLMLJHPFFCA67DA
內湖區,房地(土地+建物),臺北市內湖區成功路四段167巷10弄1~30號,34.3,住,,,1081209,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690421,130.32,3,2,2,有,無,16000000,122775,,0.0,0,含增建或未登記建物。,RPQOMLTKJHPFFCA28DA
中山區,房地(土地+建物),臺北市中山區松江路330巷31~60號,7.28,住,,,1081113,土地1建物1車位0,六層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961207,48.489999999999995,1,1,1,有,有,11400000,235100,,0.0,0,,RPXNMLTKJHPFFCA88DA
內湖區,房地(土地+建物),臺北市內湖區文德路210巷30弄31~60號,26.99,住,,,1081124,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730630,105.33,4,2,2,有,無,14100000,133865,,0.0,0,含增建或未登記建物。權利人共2人。,RPRNMLTKJHPFFCA28DA
大同區,房地(土地+建物),臺北市大同區民生西路301~330號,14.5,其他,,,1081112,土地6建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660609,101.21,3,2,2,有,有,15300000,151171,,0.0,0,,RPXNMLLMJHPFFBA18DA
中山區,房地(土地+建物)+車位,臺北市中山區堤頂大道二段361~390號,65.11,住,,,1081130,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931230,218.25,4,2,2,有,有,52800000,267582,坡道平面,30.27,2500000,含增建或未登記建物。,RPOTMLPKJHPFFCA18DA
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段601~630號,17.65,住,,,1081214,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841123,135.58,2,2,1,有,有,14900000,167955,坡道平面,60.56,2300000,含增建或未登記建物。,RPQPMLQKJHPFFBA97DA
文山區,房地(土地+建物),臺北市文山區羅斯福路四段181~210號,1.37,商,,,1081231,土地3建物1車位0,地下一層,十層,辦公商業大樓,見使用執照,鋼筋混凝土造,0861024,16.99,0,0,0,無,有,1295000,76221,,0.0,0,親友、員工或其他特殊關係間之交易。;做營業使用,RPOOMLPKJHPFFAA47DA
文山區,房地(土地+建物),臺北市文山區興隆路二段153巷6弄1~30號,23.13,住,,,1081228,土地2建物1車位0,電梯樓梯間，地下二層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0860719,59.08,0,0,0,無,無,2200000,37238,,0.0,0,,RPWOMLQKJHPFFAA38DA
萬華區,土地,華江段二小段511~540地號,1.25,其他,,,1081224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,229007,183206,,0.0,0,向政府機關承購之案件。;,RPOOMLOKJHPFFBA47DA
萬華區,土地,華江段二小段511~540地號,31.5,住,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5770993,183206,,0.0,0,向政府機關承購之案件。;,RPPOMLOKJHPFFBA57DA
大安區,房地(土地+建物),臺北市大安區仁愛路四段61~90號,4.52,其他,,,1081211,土地2建物1車位0,十二層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,,45.16,1,1,1,有,有,14000000,310009,,0.0,0,,RPSNMLKKKHPFFFA77CA
大安區,房地(土地+建物),臺北市大安區忠孝東路三段251巷9弄1~30號,10.38,住,,,1081210,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,23.9,3,2,1,有,無,4427600,185255,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLLKKHPFFFA67CA
大安區,車位,臺北市大安區光復南路676巷1~30號,0.52,住,,,1081228,土地0建物0車位1,一層,九層,其他,商業用,鋼筋混凝土造,0921020,1.74,0,0,0,有,有,1450000,,塔式車位,1.74,1450000,,RPRPMLPKJHPFFFA28CA
大安區,房地(土地+建物),臺北市大安區信義路二段121~150號,5.74,商,,,1081130,土地1建物1車位0,五層，電梯樓梯間,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0850216,51.900000000000006,1,1,1,有,有,14300000,275530,,0.0,0,含增建或未登記建物。;,RPVOMLOKJHPFFFA48CA
大安區,房地(土地+建物),臺北市大安區永康街17巷1~30號,15.66,住,,,1081005,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0911216,55.93,0,1,1,有,無,15180000,271411,,0.0,0,含增建或未登記建物。;,RPXOMLPKJHPFFFA78CA
大安區,房地(土地+建物),臺北市大安區安和路一段112巷1~30號,43.47,住,,,1080930,土地1建物1車位0,一層,六層,店面(店鋪),商業用,鋼筋混凝土造,0741015,194.14,0,1,2,有,無,55300000,284846,,0.0,0,含增建或未登記建物。;,RPOPMLPKJHPFFFA97CA
大安區,房地(土地+建物)+車位,臺北市大安區光復南路631~660號,7.25,商,,,1081116,土地4建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970627,85.42,1,1,1,有,有,25000000,292672,塔式車位,0.0,0,,RPUNMLQKJHPFFFA48CA
大安區,房地(土地+建物)+車位,臺北市大安區瑞安街244巷31~60號,25.06,住,,,1081115,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030812,120.4,2,2,1,有,無,35880000,298007,其他,15.63,0,含增建或未登記建物。;,RPTOMLPKJHPFFFA38CA
大安區,房地(土地+建物)+車位,臺北市大安區瑞安街244巷31~60號,25.06,住,,,1081115,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030812,120.4,2,1,1,有,無,35800000,297342,其他,15.63,0,含增建或未登記建物。;,RPUOMLPKJHPFFFA48CA
士林區,房地(土地+建物)+車位,臺北市士林區天母東路1~30號,77.53,商,,,1081108,土地2建物1車位2,三十一層,三十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050920,649.0999999999999,3,2,4,有,有,301680000,495911,坡道平面,54.88,7000000,,RPVOMLKKKHPFFEA08CA
北投區,房地(土地+建物),臺北市北投區致遠二路61巷1~30號,33.72,住,,,1081216,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731115,123.88,4,2,2,有,無,16150000,130368,,0.0,0,,RPWPMLKMJHPFFEA38CA
北投區,房地(土地+建物),臺北市北投區中和街493巷1弄1~30號,34.94,住,,,1081123,土地1建物1車位0,一層,五層,店面(店鋪),見使用執照,鋼筋混凝土造,0690530,118.51,3,2,2,有,無,13850000,116868,,0.0,0,含增建或未登記建物。;,RPTPMLQKJHPFFEA48CA
北投區,土地,豐年段一小段691~720地號,82.17,農,,,1090106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3230500,39315,,0.0,0,,RPPNMLSKJHPFFEA08CA
北投區,房地(土地+建物),臺北市北投區義理街1~30號,50.75,住,,,1081212,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651019,113.4,3,2,3,有,無,18500000,163139,,0.0,0,,RPPNMLTKJHPFFEA18CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段691~720號,21.67,住,,,1051005,土地2建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080730,245.37,3,2,2,有,無,68680000,315916,坡道平面,38.1,3200000,"1.本案為預售,雨遮不計價2.登記權利人為二人",RPUPMLPKJHPFFEA48CA
士林區,房地(土地+建物),臺北市士林區中山北路七段181~210號,20.02,住,,,1081128,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660804,97.21,3,2,2,有,有,18000000,185166,,0.0,0,,RPRNMLPKJHPFFEA97CA
北投區,房地(土地+建物)+車位,臺北市北投區知行路271~300號,29.12,商,,,1090101,土地1建物1車位1,九層，夾層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940829,182.36,4,2,2,有,有,20700000,113512,升降平面,29.74,0,,RPUNMLPKJHPFFEA28CA
信義區,土地,吳興段三小段211~240地號,17.11,住,,,1081128,土地16建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1680000,98188,,0.0,0,親友、員工或其他特殊關係間之交易。;1.依法院調解筆錄，辦理產權登記。2.權利人共八人。,RPPOMLMKKHPFFDA57CA
信義區,房地(土地+建物),臺北市信義區中坡南路168巷1~30號,43.89,住,,,1081209,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,95.38,6,2,2,有,無,14500000,152023,,0.0,0,,RPPNMLLKKHPFFDA37CA
信義區,房地(土地+建物),臺北市信義區松隆路73巷1~30號,16.42,商,,,1081107,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700124,72.17,3,2,2,有,無,12500000,173202,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSPMLRJKHPFFDA38CA
南港區,房地(土地+建物)+車位,臺北市南港區八德路四段768巷1弄1~30號,41.49,工,,,1081115,土地2建物2車位1,全,二層,透天厝,住工用,鋼筋混凝土造,0790705,195.73000000000002,4,3,3,有,有,12700000,64882,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;包含公共設施保留地之交易。;,RPWNMLMLJHPFFDA18CA
松山區,車位,臺北市松山區敦化北路155巷100弄1~30號,0.48,住,,,1090102,土地0建物0車位1,一層，地下一層，地下二層，地下三層,十七層,其他,停車空間,鋼筋混凝土造,0881022,40.11,0,0,0,有,有,2630000,,坡道平面,40.04,2630000,,RPXPMLLLJHPFFDA38CA
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段121~150號,15.19,其他,,,1081202,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980702,129.6,2,1,1,有,有,31000000,239198,坡道平面,14.97,0,含增建或未登記建物。;,RPQOMLQKJHPFFDA97CA
南港區,房地(土地+建物),臺北市南港區研究院路二段35巷1~30號,35.0,住,,,1081218,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630110,79.11,3,2,1,有,無,9300000,117558,,0.0,0,,RPQOMLRKJHPFFDA08CA
松山區,房地(土地+建物),臺北市松山區三民路91~120號,19.89,住,,,1081130,土地1建物1車位0,陽台，二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0630815,110.11,3,2,2,有,有,19580000,177822,,0.0,0,含增建或未登記建物。;,RPTOMLQKJHPFFDA28CA
信義區,房地(土地+建物),臺北市信義區崇德街121巷1~30號,35.45,住,,,1081109,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750515,135.16,3,2,2,有,無,17980000,133028,,0.0,0,含增建或未登記建物。;,RPQNMLQKJHPFFDA87CA
南港區,車位,臺北市南港區松河街271~300號,0.84,商,,,1090102,土地0建物0車位1,地下一層,十五層,其他,見其他登記事項,鋼筋混凝土造,0970306,15.02,0,0,0,有,有,1550000,,坡道機械,0.0,1550000,單獨車位交易。;,RPVNMLQKJHPFFDA38CA
信義區,房地(土地+建物),臺北市信義區光復南路541~570號,15.12,商,,,1081127,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0771115,124.88,2,2,0,有,有,28250000,226217,,0.0,0,含增建或未登記建物。;,RPTOMLPKJHPFFDA18CA
松山區,房地(土地+建物),臺北市松山區復興北路331~360號,33.09,商,,,1081128,土地1建物2車位0,一層,十二層,店面(店鋪),商業用,鋼筋混凝土造,0720808,193.91,0,0,0,無,有,100000000,515703,,0.0,0,,RPTOMLOKJHPFFDA08CA
中山區,房地(土地+建物),臺北市中山區合江街116巷1~30號,36.5,住,,,1081221,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620319,88.35,4,2,2,有,無,23000000,260328,,0.0,0,含增建或未登記建物。;,RPPQMLLKKHPFFCA57CA
南港區,房地(土地+建物),臺北市南港區舊莊街一段290巷2弄1~30號,37.0,住,,,1081208,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,103.27,3,2,2,有,無,11160000,108066,,0.0,0,含增建或未登記建物。;,RPRNMLPKJHPFFDA87CA
松山區,房地(土地+建物)+車位,臺北市松山區民生東路五段137巷4弄1~30號,14.34,商,,,1081127,土地2建物2車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720129,165.58,3,2,2,有,有,33250000,200809,坡道平面,0.0,0,含增建或未登記建物。;,RPSNMLPKJHPFFDA97CA
松山區,房地(土地+建物),臺北市松山區饒河街121~150號,30.5,商,,,1081230,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0661202,102.63,1,1,1,有,無,15000000,146156,,0.0,0,,RPTNMLPKJHPFFDA08CA
南港區,房地(土地+建物),臺北市南港區研究院路二段70巷37弄1~30號,30.06,住,,,1081218,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.31,3,2,2,有,有,17100000,148296,,0.0,0,含增建或未登記建物。;,RPUNMLPKJHPFFDA18CA
